module output,emotion,label
I bought this headset to use in the car,Neutral,Neutral
I had originally purchased the Motorola S9 HD headset from the apple store,Neutral,Neutral
I thought there might be something better,Neutral,Neutral
Mac users should check the website before installing,Neutral,Neutral
I bought these headphones because the reviews were really good.,Neutral,Neutral
When I first got it,Neutral,Neutral
"But for what I paid, the camera has worked pretty well",Neutral,Neutral
So I tried a couple other stores in the area,Neutral,Neutral
That was about 2 months ago,Neutral,Neutral
I guess not,Neutral,Neutral
I read reviews of the previous model,Neutral,Neutral
"Finally, after a total of 6 weeks, I received a player",Neutral,Neutral
Reviewing an antenna is difficult,Neutral,Neutral
I could tell you about which channels I get easily with the Terk,Neutral,Neutral
Bought this based on previous reviews and is generally a good player,Neutral,Neutral
But in terms of function and ease of use it's very good,Neutral,Neutral
This product could use some work,Neutral,Neutral
It is rugged and simple,Neutral,Neutral
I don't know if the kids are going to get to use it,Empty,Neutral
Again not using the flash makes this a non issue for me,Neutral,Neutral
"A full heavy day of shooting will drain the battery, but I can live with that",Relief,Neutral
There's certainly better cameras out there,Empty,Neutral
First I become exposed to his brilliance via I Got You,Surprise,Neutral
"Although their later albums did not match that peak, they were still enjoyable",Relief,Neutral
"It is interesting but this album gets high marks from many reviewers, actually most reviewers",Relief,Neutral
My sister and one of my best friends are also big fans,Surprise,Neutral
On their first album they were pretty pissed off,Anger,Neutral
"Ok, let's be cool",Neutral,Neutral
"Now, they changed for the sake of nothing",Neutral,Neutral
They are gone,Neutral,Neutral
I wore out my personal copy in my dorm room,Neutral,Neutral
Amazon reviewer Mike McGonigal hit the nail on the head,Neutral,Neutral
What about the gig which Rank was taken from,Neutral,Neutral
"Any comments, especially from someone responsible for this re-release would be welcomed",Neutral,Neutral
If anyone has the answer reply,Neutral,Neutral
I bought this product to use mainly as a way to carry movies around on vacation for my children,Neutral,Neutral
None Previous Equivalent Items Owned,Neutral,Neutral
It saves me going to the basement with my bad knees,Neutral,Neutral
My wife got it for me account of the wireless capability,Neutral,Neutral
After I got it I was reading the reviews and wondered if it should go back before opening it,Neutral,Neutral
"This is a nice stereo, but the product specs are off",Neutral,Neutral
I wanted the Samsung but purchased the Insignia on sale,Neutral,Neutral
The Insignia popped like a fire cracker,Neutral,Neutral
This is best done on a tripod to eliminate shake and to keep the object centered,Neutral,Neutral
The whole idea of its use and presence is more as a deterrent rather then actually as a locator so it does work well for those purposes,Neutral,Neutral
It is the story of a man in a mid-western town and a full description of every person he has ever met in the town,neutral,Neutral
"They say to write what you know, but keep in mind that plot is EVERYTHING, without one you are just meandering about frustrating your reader.",neutral,Neutral
Readers of Dean Koontz's Frankenstein have been anticipating the final volume in the series for years.,neutral,Neutral
"Released late last month, Dead and Alive wraps up the author's modernization of the Frankenstein story four years later than originally planned",neutral,Neutral
He even sets up a possible sequel and makes a connection to his popular Odd Thomas series.,neutral,Neutral
I used to wait in anticipation for the next Scarpetta novel to come out.,neutral,Neutral
"Mortimer's ""How to read a book"" is a 400 page saga on rules of reading literature, science, maths, history and poetry.",neutral,Neutral
"I am sure that when it was first published in 1940s, it was the ground breaking first book ever that taught people how to read",neutral,Neutral
Its analysis on different levels of reading and types of books must have sounded very revealing to readers.,neutral,Neutral
"In both cases, it pays to be an active reader (more in 2nd than in first).",neutral,Neutral
This is pretty much the summary of the book.,neutral,Neutral
It took me an hour to go through first 50 pages as I was really trying to give this book enough time.,neutral,Neutral
"Having just finished a long journey through ""The Cloister Walk"" I do not consider myself at all qualified to provide an objective review of ""The Psalms"".",neutral,Neutral
"To compare is, of course, patently unfair.",neutral,Neutral
"Not to worry, BH has a better idea.",neutral,Neutral
Very early on in the book Luke gets injured.,neutral,Neutral
Over the next 150 or so pages Luke encounters some very trivial obstacles (for a Jedi that is).,neutral,Neutral
Of any kind!,neutral,Neutral
"If you *must* read it because it's ""star wars"" try to get a used one or borrow one.",neutral,Neutral
It looks like it's cheaper to order batteries from the company.,neutral,Neutral
"While the villian of the book was truly a villian, at least he understood who he was",neutral,Neutral
Amir never figures out who he is until much later in his life.,neutral,Neutral
"Overall, this is a book that can be read while riding the train to and from work in a matter of a day or two.",neutral,Neutral
Why did I pick up this book?,neutral,Neutral
So that really peaked my interest.,neutral,Neutral
I mean you want readers to come back for the rest of the series right?,neutral,Neutral
Santiago of Spain vs.,neutral,Neutral
They both find that their treasure was much closer to home than either of them ever “dreamed” it,neutral,Neutral
Now for the differences.,neutral,Neutral
"In Anne's story, the beauty was in the journey.",neutral,Neutral
This book was different.,neutral,Neutral
"For instance, in the last CD he spends a significant amount of time talking about why only one parent should work because it's better on the kids.",neutral,Neutral
"If it is yellow or brown, it can't be touched.",neutral,Neutral
"After all, you do want to cut down on debt, right?",neutral,Neutral
"If he doesn't know a person, he shouldn't talk to him or her.",neutral,Neutral
Does he make it?,neutral,Neutral
What happens to the killer of the dog?,neutral,Neutral
What was the secret about his mother?,neutral,Neutral
Read a few pages before you buy it.,neutral,Neutral
What he finds there terrifies and surprises him,neutral,Neutral
But this is the world according to him,neutral,Neutral
What is true for one man is not always true for rest of us.,neutral,Neutral
Such as wolves after chickens?,neutral,Neutral
I don't know.,neutral,Neutral
It really kills the experience when a close game is ripped from your hands because the software failed to live up to its end of the bargain.,neutral,Neutral
after you finish Sora's mode you get Riku's mode,neutral,Neutral
Playtime This game could last...,neutral,Neutral
They find a man in a black cloak who leads him to Castle Oblivian.,neutral,Neutral
Why's that?,neutral,Neutral
"After that there is no real story to it, so I'm not going to rate it upon story.",neutral,Neutral
"I don't think I want to pay $40 for that ""privilege.""",neutral,Neutral
"One thing I can say for sure: If you get a bad starting location, you will never overcome it, no matter how hard you try.",neutral,Neutral
